Year,SERIES,UNIT_MEASURE,Vrsta proizvoda,Value
2010,Potrošnja domaćih materijala,Tone,MF_AGG3A,14084845.0
2011,Potrošnja domaćih materijala,Tone,MF_AGG3A,13232058.0
2012,Potrošnja domaćih materijala,Tone,MF_AGG3A,13938610.0
2013,Potrošnja domaćih materijala,Tone,MF_AGG3A,15504799.0
2014,Potrošnja domaćih materijala,Tone,MF_AGG3A,16718248.0
2015,Potrošnja domaćih materijala,Tone,MF_AGG3A,17747401.0
2016,Potrošnja domaćih materijala,Tone,MF_AGG3A,18776554.0
2017,Potrošnja domaćih materijala,Tone,MF_AGG3A,19805706.0
2000,Potrošnja domaćih materijala,Tone,MF3,7125884.0
2001,Potrošnja domaćih materijala,Tone,MF3,8017602.0
2002,Potrošnja domaćih materijala,Tone,MF3,9358469.0
2003,Potrošnja domaćih materijala,Tone,MF3,14891914.0
2004,Potrošnja domaćih materijala,Tone,MF3,13158898.0
2005,Potrošnja domaćih materijala,Tone,MF3,10614015.0
2006,Potrošnja domaćih materijala,Tone,MF3,13604334.0
2007,Potrošnja domaćih materijala,Tone,MF3,15500068.0
2008,Potrošnja domaćih materijala,Tone,MF3,16497494.0
2009,Potrošnja domaćih materijala,Tone,MF3,15525382.0
2010,Potrošnja domaćih materijala,Tone,MF3,15596817.0
2011,Potrošnja domaćih materijala,Tone,MF3,15107412.0
2012,Potrošnja domaćih materijala,Tone,MF3,15799345.0
2013,Potrošnja domaćih materijala,Tone,MF3,17118544.0
2014,Potrošnja domaćih materijala,Tone,MF3,18520747.0
2015,Potrošnja domaćih materijala,Tone,MF3,19645818.0
2016,Potrošnja domaćih materijala,Tone,MF3,20770890.0
2017,Potrošnja domaćih materijala,Tone,MF3,21895961.0
2000,Potrošnja domaćih materijala,Tone,MF421,1148000.0
2001,Potrošnja domaćih materijala,Tone,MF421,1123000.0
2002,Potrošnja domaćih materijala,Tone,MF421,1087000.0
2003,Potrošnja domaćih materijala,Tone,MF421,1011000.0
2004,Potrošnja domaćih materijala,Tone,MF421,1187000.0
2005,Potrošnja domaćih materijala,Tone,MF421,1120000.0
2006,Potrošnja domaćih materijala,Tone,MF421,1201000.0
2007,Potrošnja domaćih materijala,Tone,MF421,1278000.0
2008,Potrošnja domaćih materijala,Tone,MF421,1471000.0
2009,Potrošnja domaćih materijala,Tone,MF421,1637000.0
2010,Potrošnja domaćih materijala,Tone,MF421,1670000.0
2011,Potrošnja domaćih materijala,Tone,MF421,1714000.0
2012,Potrošnja domaćih materijala,Tone,MF421,1533000.0
2013,Potrošnja domaćih materijala,Tone,MF421,1489000.0
2014,Potrošnja domaćih materijala,Tone,MF421,1385000.0
2015,Potrošnja domaćih materijala,Tone,MF421,1426607.0
2016,Potrošnja domaćih materijala,Tone,MF421,1468214.0
2017,Potrošnja domaćih materijala,Tone,MF421,1509821.0
2000,Potrošnja domaćih materijala,Tone,MF14,8465.0
2001,Potrošnja domaćih materijala,Tone,MF14,8679.0
2002,Potrošnja domaćih materijala,Tone,MF14,11182.0
2003,Potrošnja domaćih materijala,Tone,MF14,11748.0
2004,Potrošnja domaćih materijala,Tone,MF14,13649.0
2005,Potrošnja domaćih materijala,Tone,MF14,15432.0
2006,Potrošnja domaćih materijala,Tone,MF14,11180.0
2007,Potrošnja domaćih materijala,Tone,MF14,11029.0
2008,Potrošnja domaćih materijala,Tone,MF14,10938.0
2009,Potrošnja domaćih materijala,Tone,MF14,10162.0
2010,Potrošnja domaćih materijala,Tone,MF14,9106.0
2011,Potrošnja domaćih materijala,Tone,MF14,8310.0
2012,Potrošnja domaćih materijala,Tone,MF14,8391.0
2013,Potrošnja domaćih materijala,Tone,MF14,8855.0
2014,Potrošnja domaćih materijala,Tone,MF14,8855.0
2015,Potrošnja domaćih materijala,Tone,MF14,8682.0
2016,Potrošnja domaćih materijala,Tone,MF14,8510.0
2017,Potrošnja domaćih materijala,Tone,MF14,8337.0
2000,Potrošnja domaćih materijala,Tone,MF13,2478757.0
2001,Potrošnja domaćih materijala,Tone,MF13,2185477.0
2002,Potrošnja domaćih materijala,Tone,MF13,2454677.0
2003,Potrošnja domaćih materijala,Tone,MF13,2390059.0
2004,Potrošnja domaćih materijala,Tone,MF13,1830655.0
2005,Potrošnja domaćih materijala,Tone,MF13,1925044.0
2006,Potrošnja domaćih materijala,Tone,MF13,2120334.0
2007,Potrošnja domaćih materijala,Tone,MF13,1853219.0
2008,Potrošnja domaćih materijala,Tone,MF13,2035444.0
2009,Potrošnja domaćih materijala,Tone,MF13,1716285.0
2010,Potrošnja domaćih materijala,Tone,MF13,1926305.0
2011,Potrošnja domaćih materijala,Tone,MF13,2013618.0
2012,Potrošnja domaćih materijala,Tone,MF13,2088522.0
2013,Potrošnja domaćih materijala,Tone,MF13,2221379.0
2014,Potrošnja domaćih materijala,Tone,MF13,2132902.0
2015,Potrošnja domaćih materijala,Tone,MF13,1994345.0
2016,Potrošnja domaćih materijala,Tone,MF13,1982417.0
2017,Potrošnja domaćih materijala,Tone,MF13,1970489.0
