Year,SERIES,UNIT_MEASURE,Spol,Vrsta vještina,Godine,Stepen urbanizacije,Value
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Korištenje Internet bankarstva,Svi dobni rasponi ili nema podjele po godinama,Urbano,5.4
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Korištenje Internet bankarstva,Svi dobni rasponi ili nema podjele po godinama,Urbano,11.2
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Korištenje Internet bankarstva,Svi dobni rasponi ili nema podjele po godinama,Urbano,11.8
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Korištenje Internet bankarstva,Svi dobni rasponi ili nema podjele po godinama,Urbano,24.2
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Korištenje Internet bankarstva,Svi dobni rasponi ili nema podjele po godinama,Urbano,19.7
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Korištenje Internet bankarstva,Svi dobni rasponi ili nema podjele po godinama,Urbano,34.5
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Sva područja,2.1
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Sva područja,5.4
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Sva područja,4.2
2022,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Sva područja,5.6
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Sva područja,5.2
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Sva područja,1.4
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Sva područja,4.2
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Sva područja,4.3
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Sva područja,4.5
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Sva područja,2.8
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Sva područja,6.6
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Sva područja,4.1
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Sva područja,5.9
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Ruralno,1.2
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Ruralno,4.3
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Ruralno,4.4
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Ruralno,4.4
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Ruralno,0.3
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Ruralno,3.3
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Ruralno,4.8
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Ruralno,2.7
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Ruralno,2.2
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Ruralno,5.2
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Ruralno,4.0
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Ruralno,5.9
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Urbano,3.0
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Urbano,6.8
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Urbano,3.9
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Urbano,6.4
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Urbano,2.6
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Urbano,5.3
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Urbano,3.7
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Urbano,6.8
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Urbano,3.6
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Urbano,8.6
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Urbano,4.1
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje u on-line konsultacijama ili glasanje za definisanje građanskih ili političkih pitanja,Svi dobni rasponi ili nema podjele po godinama,Urbano,6.0
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,Svi dobni rasponi ili nema podjele po godinama,Sva područja,2.1
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,Svi dobni rasponi ili nema podjele po godinama,Sva područja,2.1
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,Svi dobni rasponi ili nema podjele po godinama,Sva područja,2.1
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,Svi dobni rasponi ili nema podjele po godinama,Sva područja,1.0
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,Svi dobni rasponi ili nema podjele po godinama,Sva područja,1.0
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,Svi dobni rasponi ili nema podjele po godinama,Sva područja,3.3
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,Svi dobni rasponi ili nema podjele po godinama,Sva područja,3.5
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,Svi dobni rasponi ili nema podjele po godinama,Ruralno,1.8
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,Svi dobni rasponi ili nema podjele po godinama,Ruralno,1.8
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,Svi dobni rasponi ili nema podjele po godinama,Ruralno,0.9
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,Svi dobni rasponi ili nema podjele po godinama,Ruralno,0.8
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,Svi dobni rasponi ili nema podjele po godinama,Ruralno,2.8
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,Svi dobni rasponi ili nema podjele po godinama,Ruralno,2.9
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,Svi dobni rasponi ili nema podjele po godinama,Urbano,2.5
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,Svi dobni rasponi ili nema podjele po godinama,Urbano,2.6
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,Svi dobni rasponi ili nema podjele po godinama,Urbano,1.2
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,Svi dobni rasponi ili nema podjele po godinama,Urbano,1.3
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,Svi dobni rasponi ili nema podjele po godinama,Urbano,3.9
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Pisanje kompjuterskog programa pomoću specijalizovanog programskog jezika,Svi dobni rasponi ili nema podjele po godinama,Urbano,4.3
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,6.7
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,8.4
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,5.5
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,6.5
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,8.1
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",Svi dobni rasponi ili nema podjele po godinama,Sva područja,10.2
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",Svi dobni rasponi ili nema podjele po godinama,Ruralno,5.1
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",Svi dobni rasponi ili nema podjele po godinama,Ruralno,6.7
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",Svi dobni rasponi ili nema podjele po godinama,Ruralno,3.1
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",Svi dobni rasponi ili nema podjele po godinama,Ruralno,5.3
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",Svi dobni rasponi ili nema podjele po godinama,Ruralno,7.3
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",Svi dobni rasponi ili nema podjele po godinama,Ruralno,7.9
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",Svi dobni rasponi ili nema podjele po godinama,Urbano,8.9
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",Svi dobni rasponi ili nema podjele po godinama,Urbano,10.8
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",Svi dobni rasponi ili nema podjele po godinama,Urbano,8.7
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",Svi dobni rasponi ili nema podjele po godinama,Urbano,8.1
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",Svi dobni rasponi ili nema podjele po godinama,Urbano,9.1
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",Svi dobni rasponi ili nema podjele po godinama,Urbano,13.5
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",Svi dobni rasponi ili nema podjele po godinama,Sva područja,7.2
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",Svi dobni rasponi ili nema podjele po godinama,Sva područja,12.0
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",Svi dobni rasponi ili nema podjele po godinama,Sva područja,6.6
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",Svi dobni rasponi ili nema podjele po godinama,Sva područja,9.0
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",Svi dobni rasponi ili nema podjele po godinama,Sva područja,8.0
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",Svi dobni rasponi ili nema podjele po godinama,Sva područja,14.8
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",Svi dobni rasponi ili nema podjele po godinama,Ruralno,6.2
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",Svi dobni rasponi ili nema podjele po godinama,Ruralno,9.9
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",Svi dobni rasponi ili nema podjele po godinama,Ruralno,5.0
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",Svi dobni rasponi ili nema podjele po godinama,Ruralno,7.5
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",Svi dobni rasponi ili nema podjele po godinama,Ruralno,7.5
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",Svi dobni rasponi ili nema podjele po godinama,Ruralno,12.0
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",Svi dobni rasponi ili nema podjele po godinama,Urbano,8.6
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",Svi dobni rasponi ili nema podjele po godinama,Urbano,14.9
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",Svi dobni rasponi ili nema podjele po godinama,Urbano,8.5
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",Svi dobni rasponi ili nema podjele po godinama,Urbano,10.9
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",Svi dobni rasponi ili nema podjele po godinama,Urbano,8.7
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",Svi dobni rasponi ili nema podjele po godinama,Urbano,18.9
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Sva područja,72.3
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Sva područja,65.7
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Sva područja,65.5
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Sva područja,68.3
