Year,SERIES,UNIT_MEASURE,Type of product,Value
2002,Domestic material consumption,TONNES,Crop residues,1869866.45
2003,Domestic material consumption,TONNES,Crop residues,1151001.255
2004,Domestic material consumption,TONNES,Crop residues,2055581.99
2005,Domestic material consumption,TONNES,Crop residues,1967456.6
2006,Domestic material consumption,TONNES,Crop residues,1946951.585
2007,Domestic material consumption,TONNES,Crop residues,1441262.45
2008,Domestic material consumption,TONNES,Crop residues,1982033.71
2009,Domestic material consumption,TONNES,Crop residues,1983585.5
2010,Domestic material consumption,TONNES,Crop residues,1617620.61
2011,Domestic material consumption,TONNES,Crop residues,1614508.95
2012,Domestic material consumption,TONNES,Crop residues,1277044.31
2013,Domestic material consumption,TONNES,Crop residues,1734137.285
2014,Domestic material consumption,TONNES,Crop residues,1558919.485
2015,Domestic material consumption,TONNES,Crop residues,1631793.385
2016,Domestic material consumption,TONNES,Crop residues,2366341.615
2017,Domestic material consumption,TONNES,Crop residues,1643118.85
2018,Domestic material consumption,TONNES,Crop residues,2498779.44
2019,Domestic material consumption,TONNES,Crop residues,2506116.555
2000,Domestic material consumption,TONNES,Crops,3103207.0
2001,Domestic material consumption,TONNES,Crops,3766985.0
2002,Domestic material consumption,TONNES,Crops,3545501.0
2003,Domestic material consumption,TONNES,Crops,2651247.0
2004,Domestic material consumption,TONNES,Crops,4380356.0
2005,Domestic material consumption,TONNES,Crops,4275217.0
2006,Domestic material consumption,TONNES,Crops,4129845.0
2007,Domestic material consumption,TONNES,Crops,3751883.0
2008,Domestic material consumption,TONNES,Crops,4206352.0
2009,Domestic material consumption,TONNES,Crops,4103035.0
2010,Domestic material consumption,TONNES,Crops,3801647.0
2011,Domestic material consumption,TONNES,Crops,3783657.0
2012,Domestic material consumption,TONNES,Crops,3328491.0
2013,Domestic material consumption,TONNES,Crops,3981078.0
2014,Domestic material consumption,TONNES,Crops,3614715.0
2015,Domestic material consumption,TONNES,Crops,3915431.0
2016,Domestic material consumption,TONNES,Crops,4572122.0
2017,Domestic material consumption,TONNES,Crops,3832357.0
2018,Domestic material consumption,TONNES,Crops,4699776.0
2019,Domestic material consumption,TONNES,Crops,4665016.0
2000,Domestic material consumption,TONNES,Ferrous ores,363000.0
2001,Domestic material consumption,TONNES,Ferrous ores,264000.0
2002,Domestic material consumption,TONNES,Ferrous ores,212000.0
2003,Domestic material consumption,TONNES,Ferrous ores,301990.685
2004,Domestic material consumption,TONNES,Ferrous ores,463762.725
2005,Domestic material consumption,TONNES,Ferrous ores,1854267.319
2006,Domestic material consumption,TONNES,Ferrous ores,1888832.749
2007,Domestic material consumption,TONNES,Ferrous ores,1682919.093
2008,Domestic material consumption,TONNES,Ferrous ores,2164834.974
2009,Domestic material consumption,TONNES,Ferrous ores,2362268.019
2010,Domestic material consumption,TONNES,Ferrous ores,994277.769
2011,Domestic material consumption,TONNES,Ferrous ores,1311531.065
2012,Domestic material consumption,TONNES,Ferrous ores,1114633.816
2013,Domestic material consumption,TONNES,Ferrous ores,1403967.752
2014,Domestic material consumption,TONNES,Ferrous ores,1439487.214
2015,Domestic material consumption,TONNES,Ferrous ores,1867686.021
2016,Domestic material consumption,TONNES,Ferrous ores,1495259.165
2017,Domestic material consumption,TONNES,Ferrous ores,1560833.317
2018,Domestic material consumption,TONNES,Ferrous ores,1374644.249
2019,Domestic material consumption,TONNES,Ferrous ores,1311842.314
2000,Domestic material consumption,TONNES,Fossil fuels,8689624.03
2001,Domestic material consumption,TONNES,Fossil fuels,8725084.62
2002,Domestic material consumption,TONNES,Fossil fuels,8962284.35
2003,Domestic material consumption,TONNES,Fossil fuels,9652172.03
2004,Domestic material consumption,TONNES,Fossil fuels,10268090.01
2005,Domestic material consumption,TONNES,Fossil fuels,10917390.48
2006,Domestic material consumption,TONNES,Fossil fuels,11856751.47
2007,Domestic material consumption,TONNES,Fossil fuels,11796572.26
2008,Domestic material consumption,TONNES,Fossil fuels,13496873.06
2009,Domestic material consumption,TONNES,Fossil fuels,14009025.48
2010,Domestic material consumption,TONNES,Fossil fuels,13838736.17
2011,Domestic material consumption,TONNES,Fossil fuels,15541943.84
2012,Domestic material consumption,TONNES,Fossil fuels,14597251.23
2013,Domestic material consumption,TONNES,Fossil fuels,14295902.19
2014,Domestic material consumption,TONNES,Fossil fuels,14287519.35
2015,Domestic material consumption,TONNES,Fossil fuels,15040894.85
2016,Domestic material consumption,TONNES,Fossil fuels,16816744.55
2017,Domestic material consumption,TONNES,Fossil fuels,17276153.07
2018,Domestic material consumption,TONNES,Fossil fuels,17755543.0
2019,Domestic material consumption,TONNES,Fossil fuels,18768993.17
2000,Domestic material consumption,TONNES,MF422,170585.0
2001,Domestic material consumption,TONNES,MF422,111640.0
2002,Domestic material consumption,TONNES,MF422,105593.0
2003,Domestic material consumption,TONNES,MF422,138052.0
2004,Domestic material consumption,TONNES,MF422,217564.0
2005,Domestic material consumption,TONNES,MF422,258386.0
2006,Domestic material consumption,TONNES,MF422,271840.0
2007,Domestic material consumption,TONNES,MF422,287316.0
2008,Domestic material consumption,TONNES,MF422,285129.0
2009,Domestic material consumption,TONNES,MF422,162645.0
2010,Domestic material consumption,TONNES,MF422,170622.0
2011,Domestic material consumption,TONNES,MF422,194166.0
2012,Domestic material consumption,TONNES,MF422,178837.0
2013,Domestic material consumption,TONNES,MF422,139173.0
2014,Domestic material consumption,TONNES,MF422,129450.0
2015,Domestic material consumption,TONNES,MF422,162167.0
2016,Domestic material consumption,TONNES,MF422,161552.0
2017,Domestic material consumption,TONNES,MF422,160936.0
2000,Domestic material consumption,TONNES,MF122,215988.0
2001,Domestic material consumption,TONNES,MF122,64934.0
2002,Domestic material consumption,TONNES,MF122,10345.0
2003,Domestic material consumption,TONNES,MF122,11871.0
2004,Domestic material consumption,TONNES,MF122,15555.0
2005,Domestic material consumption,TONNES,MF122,121154.0
2006,Domestic material consumption,TONNES,MF122,372387.0
2007,Domestic material consumption,TONNES,MF122,762407.0
2008,Domestic material consumption,TONNES,MF122,639254.0
2009,Domestic material consumption,TONNES,MF122,651569.0
2010,Domestic material consumption,TONNES,MF122,926011.0
2011,Domestic material consumption,TONNES,MF122,863410.0
2012,Domestic material consumption,TONNES,MF122,741105.0
2013,Domestic material consumption,TONNES,MF122,746135.0
2014,Domestic material consumption,TONNES,MF122,742237.0
2015,Domestic material consumption,TONNES,MF122,809734.0
2016,Domestic material consumption,TONNES,MF122,877230.0
2017,Domestic material consumption,TONNES,MF122,944726.0
2000,Domestic material consumption,TONNES,MF2,617700.0
2001,Domestic material consumption,TONNES,MF2,354000.0
2002,Domestic material consumption,TONNES,MF2,283300.0
2003,Domestic material consumption,TONNES,MF2,906482.0
2004,Domestic material consumption,TONNES,MF2,1042616.0
2005,Domestic material consumption,TONNES,MF2,2887739.0
2006,Domestic material consumption,TONNES,MF2,2776722.0
2007,Domestic material consumption,TONNES,MF2,2638404.0
2008,Domestic material consumption,TONNES,MF2,3304467.0
2009,Domestic material consumption,TONNES,MF2,2804338.0
2010,Domestic material consumption,TONNES,MF2,1721511.0
2011,Domestic material consumption,TONNES,MF2,1938285.0
2012,Domestic material consumption,TONNES,MF2,1860499.0
2013,Domestic material consumption,TONNES,MF2,2196611.0
2014,Domestic material consumption,TONNES,MF2,2161488.0
2015,Domestic material consumption,TONNES,MF2,2301911.0
2016,Domestic material consumption,TONNES,MF2,2442334.0
2017,Domestic material consumption,TONNES,MF2,2582757.0
2000,Domestic material consumption,TONNES,MF22,254700.0
2001,Domestic material consumption,TONNES,MF22,90000.0
2002,Domestic material consumption,TONNES,MF22,71300.0
2003,Domestic material consumption,TONNES,MF22,634719.0
2004,Domestic material consumption,TONNES,MF22,674826.0
2005,Domestic material consumption,TONNES,MF22,957423.0
2006,Domestic material consumption,TONNES,MF22,709581.0
2007,Domestic material consumption,TONNES,MF22,637052.0
2008,Domestic material consumption,TONNES,MF22,893829.0
2009,Domestic material consumption,TONNES,MF22,471073.0
2010,Domestic material consumption,TONNES,MF22,880288.0
2011,Domestic material consumption,TONNES,MF22,872157.0
2012,Domestic material consumption,TONNES,MF22,904645.0
2013,Domestic material consumption,TONNES,MF22,887141.0
2014,Domestic material consumption,TONNES,MF22,771812.0
2015,Domestic material consumption,TONNES,MF22,812117.0
2016,Domestic material consumption,TONNES,MF22,852422.0
2017,Domestic material consumption,TONNES,MF22,892727.0
2000,Domestic material consumption,TONNES,MF_AGG3B,712400.0
2001,Domestic material consumption,TONNES,MF_AGG3B,953712.0
2002,Domestic material consumption,TONNES,MF_AGG3B,868329.0
2003,Domestic material consumption,TONNES,MF_AGG3B,474027.0
2004,Domestic material consumption,TONNES,MF_AGG3B,673221.0
2005,Domestic material consumption,TONNES,MF_AGG3B,989939.0
2006,Domestic material consumption,TONNES,MF_AGG3B,1687683.0
2007,Domestic material consumption,TONNES,MF_AGG3B,2301692.0
2008,Domestic material consumption,TONNES,MF_AGG3B,2349561.0
2009,Domestic material consumption,TONNES,MF_AGG3B,1954762.0
2010,Domestic material consumption,TONNES,MF_AGG3B,1511972.0
2011,Domestic material consumption,TONNES,MF_AGG3B,1875354.0
2012,Domestic material consumption,TONNES,MF_AGG3B,1860735.0
2013,Domestic material consumption,TONNES,MF_AGG3B,1613745.0
2014,Domestic material consumption,TONNES,MF_AGG3B,1802499.0
2015,Domestic material consumption,TONNES,MF_AGG3B,1898417.0
2016,Domestic material consumption,TONNES,MF_AGG3B,1994336.0
2017,Domestic material consumption,TONNES,MF_AGG3B,2090255.0
2000,Domestic material consumption,TONNES,MF_AGG3A,6413484.0
2001,Domestic material consumption,TONNES,MF_AGG3A,7063890.0
2002,Domestic material consumption,TONNES,MF_AGG3A,8490140.0
2003,Domestic material consumption,TONNES,MF_AGG3A,14417888.0
2004,Domestic material consumption,TONNES,MF_AGG3A,12485677.0
2005,Domestic material consumption,TONNES,MF_AGG3A,9624076.0
2006,Domestic material consumption,TONNES,MF_AGG3A,11916651.0
2007,Domestic material consumption,TONNES,MF_AGG3A,13198376.0
2008,Domestic material consumption,TONNES,MF_AGG3A,14147934.0
2009,Domestic material consumption,TONNES,MF_AGG3A,13570620.0
2010,Domestic material consumption,TONNES,MF_AGG3A,14084845.0
2011,Domestic material consumption,TONNES,MF_AGG3A,13232058.0
2012,Domestic material consumption,TONNES,MF_AGG3A,13938610.0
2013,Domestic material consumption,TONNES,MF_AGG3A,15504799.0
2014,Domestic material consumption,TONNES,MF_AGG3A,16718248.0
2015,Domestic material consumption,TONNES,MF_AGG3A,17747401.0
2016,Domestic material consumption,TONNES,MF_AGG3A,18776554.0
2017,Domestic material consumption,TONNES,MF_AGG3A,19805706.0
2000,Domestic material consumption,TONNES,MF3,7125884.0
2001,Domestic material consumption,TONNES,MF3,8017602.0
2002,Domestic material consumption,TONNES,MF3,9358469.0
2003,Domestic material consumption,TONNES,MF3,14891914.0
2004,Domestic material consumption,TONNES,MF3,13158898.0
2005,Domestic material consumption,TONNES,MF3,10614015.0
2006,Domestic material consumption,TONNES,MF3,13604334.0
2007,Domestic material consumption,TONNES,MF3,15500068.0
2008,Domestic material consumption,TONNES,MF3,16497494.0
2009,Domestic material consumption,TONNES,MF3,15525382.0
2010,Domestic material consumption,TONNES,MF3,15596817.0
2011,Domestic material consumption,TONNES,MF3,15107412.0
2012,Domestic material consumption,TONNES,MF3,15799345.0
2013,Domestic material consumption,TONNES,MF3,17118544.0
2014,Domestic material consumption,TONNES,MF3,18520747.0
2015,Domestic material consumption,TONNES,MF3,19645818.0
2016,Domestic material consumption,TONNES,MF3,20770890.0
2017,Domestic material consumption,TONNES,MF3,21895961.0
2000,Domestic material consumption,TONNES,MF421,1148000.0
2001,Domestic material consumption,TONNES,MF421,1123000.0
2002,Domestic material consumption,TONNES,MF421,1087000.0
2003,Domestic material consumption,TONNES,MF421,1011000.0
2004,Domestic material consumption,TONNES,MF421,1187000.0
2005,Domestic material consumption,TONNES,MF421,1120000.0
2006,Domestic material consumption,TONNES,MF421,1201000.0
2007,Domestic material consumption,TONNES,MF421,1278000.0
2008,Domestic material consumption,TONNES,MF421,1471000.0
2009,Domestic material consumption,TONNES,MF421,1637000.0
2010,Domestic material consumption,TONNES,MF421,1670000.0
2011,Domestic material consumption,TONNES,MF421,1714000.0
2012,Domestic material consumption,TONNES,MF421,1533000.0
2013,Domestic material consumption,TONNES,MF421,1489000.0
2014,Domestic material consumption,TONNES,MF421,1385000.0
2015,Domestic material consumption,TONNES,MF421,1426607.0
2016,Domestic material consumption,TONNES,MF421,1468214.0
2017,Domestic material consumption,TONNES,MF421,1509821.0
2000,Domestic material consumption,TONNES,MF14,8465.0
2001,Domestic material consumption,TONNES,MF14,8679.0
2002,Domestic material consumption,TONNES,MF14,11182.0
2003,Domestic material consumption,TONNES,MF14,11748.0
2004,Domestic material consumption,TONNES,MF14,13649.0
2005,Domestic material consumption,TONNES,MF14,15432.0
2006,Domestic material consumption,TONNES,MF14,11180.0
2007,Domestic material consumption,TONNES,MF14,11029.0
2008,Domestic material consumption,TONNES,MF14,10938.0
2009,Domestic material consumption,TONNES,MF14,10162.0
2010,Domestic material consumption,TONNES,MF14,9106.0
2011,Domestic material consumption,TONNES,MF14,8310.0
2012,Domestic material consumption,TONNES,MF14,8391.0
2013,Domestic material consumption,TONNES,MF14,8855.0
2014,Domestic material consumption,TONNES,MF14,8855.0
2015,Domestic material consumption,TONNES,MF14,8682.0
2016,Domestic material consumption,TONNES,MF14,8510.0
2017,Domestic material consumption,TONNES,MF14,8337.0
2000,Domestic material consumption,TONNES,MF13,2478757.0
2001,Domestic material consumption,TONNES,MF13,2185477.0
2002,Domestic material consumption,TONNES,MF13,2454677.0
2003,Domestic material consumption,TONNES,MF13,2390059.0
2004,Domestic material consumption,TONNES,MF13,1830655.0
2005,Domestic material consumption,TONNES,MF13,1925044.0
2006,Domestic material consumption,TONNES,MF13,2120334.0
2007,Domestic material consumption,TONNES,MF13,1853219.0
2008,Domestic material consumption,TONNES,MF13,2035444.0
2009,Domestic material consumption,TONNES,MF13,1716285.0
2010,Domestic material consumption,TONNES,MF13,1926305.0
2011,Domestic material consumption,TONNES,MF13,2013618.0
2012,Domestic material consumption,TONNES,MF13,2088522.0
2013,Domestic material consumption,TONNES,MF13,2221379.0
2014,Domestic material consumption,TONNES,MF13,2132902.0
2015,Domestic material consumption,TONNES,MF13,1994345.0
2016,Domestic material consumption,TONNES,MF13,1982417.0
2017,Domestic material consumption,TONNES,MF13,1970489.0
