Year,SERIES,UNIT_MEASURE,Пол,Врста вјештина,Године,Степен урбанизације,Value
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTARSP,Сви старосни распони или нема подјеле по годинама,Сва подручја,6.2816
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTCMFL,Сви старосни распони или нема подјеле по годинама,Сва подручја,57.9513
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTCMFL,Сви старосни распони или нема подјеле по годинама,Сва подручја,43.3625
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTCOPA,Сви старосни распони или нема подјеле по годинама,Сва подручја,25.8782
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTCOPA,Сви старосни распони или нема подјеле по годинама,Сва подручја,19.2888
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTCOPA,Сви старосни распони или нема подјеле по годинама,Сва подручја,53.1953
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTEMAIL,Сви старосни распони или нема подјеле по годинама,Сва подручја,26.1279
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTEMAIL,Сви старосни распони или нема подјеле по годинама,Сва подручја,30.5263
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTEPRS,Сви старосни распони или нема подјеле по годинама,Сва подручја,10.6731
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTEPRS,Сви старосни распони или нема подјеле по годинама,Сва подручја,9.2455
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTEPRS,Сви старосни распони или нема подјеле по годинама,Сва подручја,14.9913
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_INST,Сви старосни распони или нема подјеле по годинама,Сва подручја,10.6104
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTPCPR,Сви старосни распони или нема подјеле по годинама,Сва подручја,1.0229
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTPCPR,Сви старосни распони или нема подјеле по годинама,Сва подручја,0.9875
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_PRVCY,Сви старосни распони или нема подјеле по годинама,Сва подручја,5.5371
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_SCRTY,Сви старосни распони или нема подјеле по годинама,Сва подручја,6.5549
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTSOFT,Сви старосни распони или нема подјеле по годинама,Сва подручја,19.9007
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTSOFT,Сви старосни распони или нема подјеле по годинама,Сва подручја,28.4686
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTTRAF,Сви старосни распони или нема подјеле по годинама,Сва подручја,56.432
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTTRAF,Сви старосни распони или нема подјеле по годинама,Сва подручја,46.9372
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTTRAF,Сви старосни распони или нема подјеле по годинама,Сва подручја,14.6411
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTARSP,Сви старосни распони или нема подјеле по годинама,Сва подручја,9.0173
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTARSP,Сви старосни распони или нема подјеле по годинама,Сва подручја,8.9678
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTCMFL,Сви старосни распони или нема подјеле по годинама,Сва подручја,61.5149
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTCMFL,Сви старосни распони или нема подјеле по годинама,Сва подручја,46.0217
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTCOPA,Сви старосни распони или нема подјеле по годинама,Сва подручја,30.6802
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTCOPA,Сви старосни распони или нема подјеле по годинама,Сва подручја,26.1235
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTCOPA,Сви старосни распони или нема подјеле по годинама,Сва подручја,57.766
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTEMAIL,Сви старосни распони или нема подјеле по годинама,Сва подручја,34.6681
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTEMAIL,Сви старосни распони или нема подјеле по годинама,Сва подручја,33.1533
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTEPRS,Сви старосни распони или нема подјеле по годинама,Сва подручја,14.4534
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTEPRS,Сви старосни распони или нема подјеле по годинама,Сва подручја,13.2163
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTEPRS,Сви старосни распони или нема подјеле по годинама,Сва подручја,17.8193
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_INST,Сви старосни распони или нема подјеле по годинама,Сва подручја,14.2564
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTPCPR,Сви старосни распони или нема подјеле по годинама,Сва подручја,3.2758
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTPCPR,Сви старосни распони или нема подјеле по годинама,Сва подручја,3.4602
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_PRVCY,Сви старосни распони или нема подјеле по годинама,Сва подручја,8.0617
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_SCRTY,Сви старосни распони или нема подјеле по годинама,Сва подручја,7.9778
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTSOFT,Сви старосни распони или нема подјеле по годинама,Сва подручја,24.9654
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTSOFT,Сви старосни распони или нема подјеле по годинама,Сва подручја,34.3584
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTTRAF,Сви старосни распони или нема подјеле по годинама,Сва подручја,63.4398
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTTRAF,Сви старосни распони или нема подјеле по годинама,Сва подручја,51.4354
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTTRAF,Сви старосни распони или нема подјеле по годинама,Сва подручја,15.1926
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTARSP,Сви старосни распони или нема подјеле по годинама,Рурално,7.421
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTARSP,Сви старосни распони или нема подјеле по годинама,Рурално,5.467
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTCMFL,Сви старосни распони или нема подјеле по годинама,Рурално,55.4858
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTCMFL,Сви старосни распони или нема подјеле по годинама,Рурално,41.8245
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTCOPA,Сви старосни распони или нема подјеле по годинама,Рурално,23.8352
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTCOPA,Сви старосни распони или нема подјеле по годинама,Рурално,19.3842
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTCOPA,Сви старосни распони или нема подјеле по годинама,Рурално,52.9316
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTEMAIL,Сви старосни распони или нема подјеле по годинама,Рурално,24.9428
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTEMAIL,Сви старосни распони или нема подјеле по годинама,Рурално,29.1615
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTEPRS,Сви старосни распони или нема подјеле по годинама,Рурално,7.6358
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTEPRS,Сви старосни распони или нема подјеле по годинама,Рурално,8.4952
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTEPRS,Сви старосни распони или нема подјеле по годинама,Рурално,14.4463
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_INST,Сви старосни распони или нема подјеле по годинама,Рурално,10.5366
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTPCPR,Сви старосни распони или нема подјеле по годинама,Рурално,1.8052
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTPCPR,Сви старосни распони или нема подјеле по годинама,Рурално,1.8106
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_PRVCY,Сви старосни распони или нема подјеле по годинама,Рурално,5.0968
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_SCRTY,Сви старосни распони или нема подјеле по годинама,Рурално,6.1761
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTSOFT,Сви старосни распони или нема подјеле по годинама,Рурално,18.2172
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTSOFT,Сви старосни распони или нема подјеле по годинама,Рурално,29.5152
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTTRAF,Сви старосни распони или нема подјеле по годинама,Рурално,56.9408
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTTRAF,Сви старосни распони или нема подјеле по годинама,Рурално,46.0333
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTTRAF,Сви старосни распони или нема подјеле по годинама,Рурално,12.8297
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTARSP,Сви старосни распони или нема подјеле по годинама,Рурално,7.5968
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTARSP,Сви старосни распони или нема подјеле по годинама,Рурално,4.5667
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTCMFL,Сви старосни распони или нема подјеле по годинама,Рурално,52.5243
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTCMFL,Сви старосни распони или нема подјеле по годинама,Рурално,42.3697
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTCOPA,Сви старосни распони или нема подјеле по годинама,Рурално,20.5193
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTCOPA,Сви старосни распони или нема подјеле по годинама,Рурално,16.4503
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTCOPA,Сви старосни распони или нема подјеле по годинама,Рурално,51.6408
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTEMAIL,Сви старосни распони или нема подјеле по годинама,Рурално,22.0356
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTEMAIL,Сви старосни распони или нема подјеле по годинама,Рурално,27.5185
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTEPRS,Сви старосни распони или нема подјеле по годинама,Рурално,6.0521
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTEPRS,Сви старосни распони или нема подјеле по годинама,Рурално,6.2373
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTEPRS,Сви старосни распони или нема подјеле по годинама,Рурално,12.6906
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_INST,Сви старосни распони или нема подјеле по годинама,Рурално,9.5598
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTPCPR,Сви старосни распони или нема подјеле по годинама,Рурално,0.866
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTPCPR,Сви старосни распони или нема подјеле по годинама,Рурално,0.7671
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_PRVCY,Сви старосни распони или нема подјеле по годинама,Рурално,3.1001
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_SCRTY,Сви старосни распони или нема подјеле по годинама,Рурално,5.0127
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTSOFT,Сви старосни распони или нема подјеле по годинама,Рурално,14.9522
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTSOFT,Сви старосни распони или нема подјеле по годинама,Рурално,25.3805
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTTRAF,Сви старосни распони или нема подјеле по годинама,Рурално,52.885
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTTRAF,Сви старосни распони или нема подјеле по годинама,Рурално,45.3787
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Жене,SKILL_ICTTRAF,Сви старосни распони или нема подјеле по годинама,Рурално,11.9402
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTARSP,Сви старосни распони или нема подјеле по годинама,Рурално,7.2317
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTARSP,Сви старосни распони или нема подјеле по годинама,Рурално,6.4014
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTCMFL,Сви старосни распони или нема подјеле по годинама,Рурално,58.6738
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTCMFL,Сви старосни распони или нема подјеле по годинама,Рурално,41.2586
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTCOPA,Сви старосни распони или нема подјеле по годинама,Рурално,27.4049
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTCOPA,Сви старосни распони или нема подјеле по годинама,Рурално,22.4293
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTCOPA,Сви старосни распони или нема подјеле по годинама,Рурално,54.366
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTEMAIL,Сви старосни распони или нема подјеле по годинама,Рурално,27.9602
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTEMAIL,Сви старосни распони или нема подјеле по годинама,Рурално,30.9871
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTEPRS,Сви старосни распони или нема подјеле по годинама,Рурално,9.3406
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTEPRS,Сви старосни распони или нема подјеле по годинама,Рурално,10.8388
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTEPRS,Сви старосни распони или нема подјеле по годинама,Рурално,16.3971
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_INST,Сви старосни распони или нема подјеле по годинама,Рурално,11.622
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTPCPR,Сви старосни распони или нема подјеле по годинама,Рурално,2.8163
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTPCPR,Сви старосни распони или нема подјеле по годинама,Рурално,2.8937
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_PRVCY,Сви старосни распони или нема подјеле по годинама,Рурално,7.3155
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_SCRTY,Сви старосни распони или нема подјеле по годинама,Рурално,7.4688
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTSOFT,Сви старосни распони или нема подјеле по годинама,Рурално,21.732
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTSOFT,Сви старосни распони или нема подјеле по годинама,Рурално,34.1096
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTTRAF,Сви старосни распони или нема подјеле по годинама,Рурално,61.3069
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTTRAF,Сви старосни распони или нема подјеле по годинама,Рурално,46.7127
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Мушкарци,SKILL_ICTTRAF,Сви старосни распони или нема подјеле по годинама,Рурално,13.818
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTARSP,Сви старосни распони или нема подјеле по годинама,Урбано,11.5718
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTARSP,Сви старосни распони или нема подјеле по годинама,Урбано,10.3254
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTCMFL,Сви старосни распони или нема подјеле по годинама,Урбано,65.3526
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTCMFL,Сви старосни распони или нема подјеле по годинама,Урбано,48.3572
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTCOPA,Сви старосни распони или нема подјеле по годинама,Урбано,26.6393
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTCOPA,Сви старосни распони или нема подјеле по годинама,Урбано,19.3842
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTCOPA,Сви старосни распони или нема подјеле по годинама,Урбано,58.5006
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTEMAIL,Сви старосни распони или нема подјеле по годинама,Урбано,37.0803
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTEMAIL,Сви старосни распони или нема подјеле по годинама,Урбано,35.2029
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTEPRS,Сви старосни распони или нема подјеле по годинама,Урбано,19.1059
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTEPRS,Сви старосни распони или нема подјеле по годинама,Урбано,14.608
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTEPRS,Сви старосни распони или нема подјеле по годинама,Урбано,18.786
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_INST,Сви старосни распони или нема подјеле по годинама,Урбано,14.6593
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTPCPR,Сви старосни распони или нема подјеле по годинама,Урбано,2.4752
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTPCPR,Сви старосни распони или нема подјеле по годинама,Урбано,2.578
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_PRVCY,Сви старосни распони или нема подјеле по годинама,Урбано,8.8627
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_SCRTY,Сви старосни распони или нема подјеле по годинама,Урбано,8.6045
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTSOFT,Сви старосни распони или нема подјеле по годинама,Урбано,27.9103
2021,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTSOFT,Сви старосни распони или нема подјеле по годинама,Урбано,33.4453
2017,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTTRAF,Сви старосни распони или нема подјеле по годинама,Урбано,63.6026
2019,Удио младих и одраслих са вјештинама у информационим и комуникационим технологијама (ИКТ),Проценат,Оба пола или без подјеле по полу,SKILL_ICTTRAF,Сви старосни распони или нема подјеле по годинама,Урбано,53.085
