Year,SERIES,UNIT_MEASURE,Spol,Vrsta vještina,Godine,Stupanj urbanizacije,Value
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Sudjelovanje u društvenim mrežama,25 do 74 godina,Sva područja,65.0
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Sudjelovanje u društvenim mrežama,25 do 74 godina,Sva područja,63.3
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Sudjelovanje u društvenim mrežama,25 do 74 godina,Sva područja,66.8
2018,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Sudjelovanje u društvenim mrežama,25 do 74 godina,Sva područja,62.1
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Sudjelovanje u društvenim mrežama,25 do 74 godina,Sva područja,64.9
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Sudjelovanje u društvenim mrežama,25 do 74 godina,Sva područja,66.9
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Sudjelovanje u društvenim mrežama,25 do 74 godina,Sva područja,62.6
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Sudjelovanje u društvenim mrežama,25 do 74 godina,Sva područja,66.8
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Pronalaženje, preuzimanje, instaliranje i konfiguriranje softvera",25 do 74 godina,Sva područja,18.5
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Pronalaženje, preuzimanje, instaliranje i konfiguriranje softvera",25 do 74 godina,Sva područja,29.3
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Pronalaženje, preuzimanje, instaliranje i konfiguriranje softvera",25 do 74 godina,Sva područja,37.0
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Pronalaženje, preuzimanje, instaliranje i konfiguriranje softvera",25 do 74 godina,Sva područja,16.6
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Pronalaženje, preuzimanje, instaliranje i konfiguriranje softvera",25 do 74 godina,Sva područja,26.1
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Pronalaženje, preuzimanje, instaliranje i konfiguriranje softvera",25 do 74 godina,Sva područja,36.3
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Pronalaženje, preuzimanje, instaliranje i konfiguriranje softvera",25 do 74 godina,Sva područja,20.8
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Pronalaženje, preuzimanje, instaliranje i konfiguriranje softvera",25 do 74 godina,Sva područja,33.0
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,"Pronalaženje, preuzimanje, instaliranje i konfiguriranje softvera",25 do 74 godina,Sva područja,37.8
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Prijenos datoteka između računala i drugih uređaja,25 do 74 godina,Sva područja,56.2
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Prijenos datoteka između računala i drugih uređaja,25 do 74 godina,Sva područja,45.2
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Prijenos datoteka između računala i drugih uređaja,25 do 74 godina,Sva područja,12.8
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Prijenos datoteka između računala i drugih uređaja,25 do 74 godina,Sva područja,14.4
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Prijenos datoteka između računala i drugih uređaja,25 do 74 godina,Sva područja,53.4
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Prijenos datoteka između računala i drugih uređaja,25 do 74 godina,Sva područja,45.1
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Prijenos datoteka između računala i drugih uređaja,25 do 74 godina,Sva područja,12.4
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Prijenos datoteka između računala i drugih uređaja,25 do 74 godina,Sva područja,12.4
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Prijenos datoteka između računala i drugih uređaja,25 do 74 godina,Sva područja,59.5
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Prijenos datoteka između računala i drugih uređaja,25 do 74 godina,Sva područja,45.3
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Prijenos datoteka između računala i drugih uređaja,25 do 74 godina,Sva područja,13.2
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Prijenos datoteka između računala i drugih uređaja,25 do 74 godina,Sva područja,16.4
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Prijenos sadržaja koji je sam/korisnik stvorio na web mjesto za dijeljenje,25 do 74 godina,Sva područja,43.9
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Prijenos sadržaja koji je sam/korisnik stvorio na web mjesto za dijeljenje,25 do 74 godina,Sva područja,11.3
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Prijenos sadržaja koji je sam/korisnik stvorio na web mjesto za dijeljenje,25 do 74 godina,Sva područja,23.3
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Prijenos sadržaja koji je sam/korisnik stvorio na web mjesto za dijeljenje,25 do 74 godina,Sva područja,39.5
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Prijenos sadržaja koji je sam/korisnik stvorio na web mjesto za dijeljenje,25 do 74 godina,Sva područja,10.0
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Prijenos sadržaja koji je sam/korisnik stvorio na web mjesto za dijeljenje,25 do 74 godina,Sva područja,23.4
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Prijenos sadržaja koji je sam/korisnik stvorio na web mjesto za dijeljenje,25 do 74 godina,Sva područja,48.6
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Prijenos sadržaja koji je sam/korisnik stvorio na web mjesto za dijeljenje,25 do 74 godina,Sva područja,13.1
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Prijenos sadržaja koji je sam/korisnik stvorio na web mjesto za dijeljenje,25 do 74 godina,Sva područja,23.2
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Telefoniranje preko interneta / VoIP,25 do 74 godina,Sva područja,51.2
2018,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Telefoniranje preko interneta / VoIP,25 do 74 godina,Sva područja,80.9
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Telefoniranje preko interneta / VoIP,25 do 74 godina,Sva područja,84.2
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Telefoniranje preko interneta / VoIP,25 do 74 godina,Sva područja,90.6
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Telefoniranje preko interneta / VoIP,25 do 74 godina,Sva područja,92.4
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Telefoniranje preko interneta / VoIP,25 do 74 godina,Sva područja,94.0
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Telefoniranje preko interneta / VoIP,25 do 74 godina,Sva područja,54.4
2018,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Telefoniranje preko interneta / VoIP,25 do 74 godina,Sva područja,79.9
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Telefoniranje preko interneta / VoIP,25 do 74 godina,Sva područja,81.4
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Telefoniranje preko interneta / VoIP,25 do 74 godina,Sva područja,90.2
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Telefoniranje preko interneta / VoIP,25 do 74 godina,Sva područja,93.1
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Telefoniranje preko interneta / VoIP,25 do 74 godina,Sva područja,94.1
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Telefoniranje preko interneta / VoIP,25 do 74 godina,Sva područja,47.7
2018,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Telefoniranje preko interneta / VoIP,25 do 74 godina,Sva područja,82.2
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Telefoniranje preko interneta / VoIP,25 do 74 godina,Sva područja,87.8
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Telefoniranje preko interneta / VoIP,25 do 74 godina,Sva područja,91.1
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Telefoniranje preko interneta / VoIP,25 do 74 godina,Sva područja,91.7
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Telefoniranje preko interneta / VoIP,25 do 74 godina,Sva područja,93.8
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje osnovnih aritmetičkih formula u proračunskoj tablici,Svi dobni rasponi ili nema podjele po godinama,Sva područja,9.2
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje osnovnih aritmetičkih formula u proračunskoj tablici,Svi dobni rasponi ili nema podjele po godinama,Sva područja,7.5
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje osnovnih aritmetičkih formula u proračunskoj tablici,Svi dobni rasponi ili nema podjele po godinama,Sva područja,18.0
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje osnovnih aritmetičkih formula u proračunskoj tablici,Svi dobni rasponi ili nema podjele po godinama,Sva područja,9.3
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje osnovnih aritmetičkih formula u proračunskoj tablici,Svi dobni rasponi ili nema podjele po godinama,Sva područja,6.3
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje osnovnih aritmetičkih formula u proračunskoj tablici,Svi dobni rasponi ili nema podjele po godinama,Sva područja,9.0
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje osnovnih aritmetičkih formula u proračunskoj tablici,Svi dobni rasponi ili nema podjele po godinama,Sva područja,9.0
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje osnovnih aritmetičkih formula u proračunskoj tablici,Svi dobni rasponi ili nema podjele po godinama,Ruralno,7.4
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje osnovnih aritmetičkih formula u proračunskoj tablici,Svi dobni rasponi ili nema podjele po godinama,Ruralno,5.5
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje osnovnih aritmetičkih formula u proračunskoj tablici,Svi dobni rasponi ili nema podjele po godinama,Ruralno,7.6
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje osnovnih aritmetičkih formula u proračunskoj tablici,Svi dobni rasponi ili nema podjele po godinama,Ruralno,4.6
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje osnovnih aritmetičkih formula u proračunskoj tablici,Svi dobni rasponi ili nema podjele po godinama,Ruralno,7.2
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje osnovnih aritmetičkih formula u proračunskoj tablici,Svi dobni rasponi ili nema podjele po godinama,Ruralno,6.4
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje osnovnih aritmetičkih formula u proračunskoj tablici,Svi dobni rasponi ili nema podjele po godinama,Urbano,11.6
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje osnovnih aritmetičkih formula u proračunskoj tablici,Svi dobni rasponi ili nema podjele po godinama,Urbano,10.3
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje osnovnih aritmetičkih formula u proračunskoj tablici,Svi dobni rasponi ili nema podjele po godinama,Urbano,11.6
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje osnovnih aritmetičkih formula u proračunskoj tablici,Svi dobni rasponi ili nema podjele po godinama,Urbano,8.4
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje osnovnih aritmetičkih formula u proračunskoj tablici,Svi dobni rasponi ili nema podjele po godinama,Urbano,11.6
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje osnovnih aritmetičkih formula u proračunskoj tablici,Svi dobni rasponi ili nema podjele po godinama,Urbano,12.9
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,28.1
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,22.5
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,55.3
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,51.8
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,25.9
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,19.3
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,53.2
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,50.7
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,30.7
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,26.1
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,57.8
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,52.9
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,23.8
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,19.4
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,52.9
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,47.9
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,20.5
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,16.5
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,51.6
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,46.8
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,27.4
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,22.4
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,54.4
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Ruralno,48.8
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Urbano,34.1
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Urbano,26.6
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Urbano,58.5
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Urbano,57.2
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Urbano,33.0
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Urbano,22.7
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Urbano,55.2
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Urbano,55.6
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Urbano,35.4
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Urbano,31.8
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Urbano,62.6
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Muškarci,Korištenje alata za kopiranje i lijepljenje za dupliciranje ili premještanje informacija unutar dokumenta,Svi dobni rasponi ili nema podjele po godinama,Urbano,58.8
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Sva područja,75.0
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Sva područja,62.5
2020,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Sva područja,65.6
2021,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Sva područja,72.8
2022,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Sva područja,70.2
2023,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Oba spola ili bez podjele po spolu,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Sva područja,80.9
2017,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Sva područja,72.6
2019,Udio mladih i odraslih sa vještinama u informacijskim i komunikacijskim tehnologijama (IKT),Postotak,Žene,"Čitanje ili preuzimanje on-line novina, časopisa ili elektroničkih knjiga",Svi dobni rasponi ili nema podjele po godinama,Sva područja,53.9
